Country Name,Country Code,Time,Time Code,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e) [EN.GHG.CO2.MT.CE.AR5],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]"
Azerbaijan,AZE,2021,YR2021,37.4346,20111.3756952109,10137750
Azerbaijan,AZE,2022,YR2022,39.4268,21051.2687619289,10141756
Azerbaijan,AZE,2023,YR2023,42.7662,21262.2979971542,10153958
"Bahamas, The",BHS,1992,YR1992,0.8464,29404.3305021882,285927
"Bahamas, The",BHS,1993,YR1993,0.87,28946.934061205,291339
"Bahamas, The",BHS,1994,YR1994,0.9644,29337.8298239309,296509
"Bahamas, The",BHS,1995,YR1995,1.1152,30119.4356257911,301461
"Bahamas, The",BHS,1996,YR1996,1.2447,30898.8362446941,306268
"Bahamas, The",BHS,1997,YR1997,1.2551,30830.0602346,310904
"Bahamas, The",BHS,1998,YR1998,1.4421,31827.2719668637,315368
"Bahamas, The",BHS,1999,YR1999,1.2959,33648.0206403687,319614
"Bahamas, The",BHS,2000,YR2000,0.9968,34587.1051052633,323835
"Bahamas, The",BHS,2001,YR2001,0.992,35062.1707533404,327836
"Bahamas, The",BHS,2002,YR2002,1.0863,35600.3270153467,331614
"Bahamas, The",BHS,2003,YR2003,0.8091,34730.6648009369,335618
"Bahamas, The",BHS,2004,YR2004,0.8736,34607.7421037921,339782
"Bahamas, The",BHS,2005,YR2005,0.8601,35355.1860512693,343894
"Bahamas, The",BHS,2006,YR2006,1.095,35778.7287115087,348375
"Bahamas, The",BHS,2007,YR2007,1.3133,35786.7131487301,353334
"Bahamas, The",BHS,2008,YR2008,1.3613,34488.0069457595,358120
"Bahamas, The",BHS,2009,YR2009,1.1323,32620.7778123372,362810
"Bahamas, The",BHS,2010,YR2010,1.2829,32701.9503894723,367478
"Bahamas, The",BHS,2011,YR2011,0.8541,32526.2047595974,371729
"Bahamas, The",BHS,2012,YR2012,1.0169,33167.6065247753,375469
"Bahamas, The",BHS,2013,YR2013,1.091,31921.7118444477,378953
"Bahamas, The",BHS,2014,YR2014,1.1362,32226.9236150679,382298
"Bahamas, The",BHS,2015,YR2015,1.1202,32290.6997350712,385346
"Bahamas, The",BHS,2016,YR2016,1.2453,31756.8406185759,388055
"Bahamas, The",BHS,2017,YR2017,1.3736,32442.7229938499,390485
"Bahamas, The",BHS,2018,YR2018,1.5426,33106.6940523959,392717
"Bahamas, The",BHS,2019,YR2019,1.7719,32495.3338730491,394675
"Bahamas, The",BHS,2020,YR2020,1.4374,25457.0803884989,395863
"Bahamas, The",BHS,2021,YR2021,1.5901,29340.4723479708,396373
"Bahamas, The",BHS,2022,YR2022,1.5968,32408.7118597651,397538
"Bahamas, The",BHS,2023,YR2023,1.6837,33105.603858971,399440
Bahrain,BHR,1992,YR1992,13.6153,49511.9477370383,516458
Bahrain,BHR,1993,YR1993,14.7277,54433.1378404945,530225
Bahrain,BHR,1994,YR1994,14.9996,52886.5791705058,544366
Bahrain,BHR,1995,YR1995,15.2432,53537.6827292454,558879
Bahrain,BHR,1996,YR1996,15.7942,54289.437765662,573792
Bahrain,BHR,1997,YR1997,16.2596,54512.8551236215,589115
Bahrain,BHR,1998,YR1998,17.2345,55638.693177109,604842
Bahrain,BHR,1999,YR1999,17.3259,56522.2261626048,620989
Bahrain,BHR,2000,YR2000,17.7715,57968.9959395924,637582
Bahrain,BHR,2001,YR2001,18.4025,57280.6986376651,661316
Bahrain,BHR,2002,YR2002,19.2269,55096.6571216069,710553
Bahrain,BHR,2003,YR2003,19.8961,54431.8766751746,764517
Bahrain,BHR,2004,YR2004,19.9206,54045.0926175729,823741
Bahrain,BHR,2005,YR2005,23.3702,53478.2662201334,888822
Bahrain,BHR,2006,YR2006,25.449,52691.9326137642,960424
Bahrain,BHR,2007,YR2007,25.8519,52731.7920339006,1039295
Bahrain,BHR,2008,YR2008,27.6689,52765.3897251989,1103496
Bahrain,BHR,2009,YR2009,27.6556,50665.7506530884,1178415
Bahrain,BHR,2010,YR2010,28.8353,50704.8479679819,1228543
Bahrain,BHR,2011,YR2011,29.0035,53132.3284162611,1195020
Bahrain,BHR,2012,YR2012,30.2163,54516.8406594787,1208964
Bahrain,BHR,2013,YR2013,32.1308,55376.4005147894,1253191
Bahrain,BHR,2014,YR2014,33.3022,55065.8189472129,1314562
Bahrain,BHR,2015,YR2015,33.4755,54149.9131524721,1370322
Bahrain,BHR,2016,YR2016,33.4618,54107.0752236423,1423726
Bahrain,BHR,2017,YR2017,33.7559,53859.7749589601,1501116
Bahrain,BHR,2018,YR2018,33.824,54893.0724411368,1503091
Bahrain,BHR,2019,YR2019,36.8473,56749.9628370612,1483756
Bahrain,BHR,2020,YR2020,36.8445,53814.2452592358,1472204
Bahrain,BHR,2021,YR2021,37.2756,54954.6757895532,1504365
Bahrain,BHR,2022,YR2022,36.2891,57465.1729784449,1524693
Bahrain,BHR,2023,YR2023,37.4256,57213.0913557711,1577059
Bangladesh,BGD,1992,YR1992,15.7315,2174.38232866943,115952192
Bangladesh,BGD,1993,YR1993,16.9513,2234.8101219225,118132360
Bangladesh,BGD,1994,YR1994,17.9993,2279.09435302944,120343179
Bangladesh,BGD,1995,YR1995,21.777,2351.70387946903,122600370
Bangladesh,BGD,1996,YR1996,22.0842,2413.54298201505,124862179
Bangladesh,BGD,1997,YR1997,23.9557,2475.59574602489,127198069
Bangladesh,BGD,1998,YR1998,24.4779,2555.06119218282,129622332
Bangladesh,BGD,1999,YR1999,26.1286,2624.06553797638,132108065
Bangladesh,BGD,2000,YR2000,26.9738,2712.93512215725,134544304
Bangladesh,BGD,2001,YR2001,32.6293,2803.55471950946,136805810
Bangladesh,BGD,2002,YR2002,34.3402,2866.43454328715,138933658
Bangladesh,BGD,2003,YR2003,35.9828,2958.91503115633,140970351
Bangladesh,BGD,2004,YR2004,37.9027,3071.83778764611,142902856
Bangladesh,BGD,2005,YR2005,40.3747,3231.61370692891,144715786
Bangladesh,BGD,2006,YR2006,43.4822,3407.4273502159,146405973
Bangladesh,BGD,2007,YR2007,46.207,3608.91543819399,147989278
Bangladesh,BGD,2008,YR2008,51.3169,3787.9382761855,149474264
Bangladesh,BGD,2009,YR2009,55.1151,3942.13631207203,150873714
Bangladesh,BGD,2010,YR2010,60.7552,4125.46390163202,152201981
Bangladesh,BGD,2011,YR2011,65.2915,4352.42643359325,153591076
Bangladesh,BGD,2012,YR2012,69.8575,4592.04840919812,155070101
Bangladesh,BGD,2013,YR2013,72.0629,4822.72621378266,156532141
Bangladesh,BGD,2014,YR2014,76.6369,5068.63965672741,157964929
Bangladesh,BGD,2015,YR2015,85.4306,5352.71133299566,159383179
Bangladesh,BGD,2016,YR2016,93.9764,5682.53553494306,160811932
Bangladesh,BGD,2017,YR2017,101.0249,6005.70718781048,162186147
Bangladesh,BGD,2018,YR2018,105.485,6392.59334024091,163523103
Bangladesh,BGD,2019,YR2019,108.0751,6838.32611608243,164913055
Bangladesh,BGD,2020,YR2020,102.4575,7015.19792797056,166298024
Bangladesh,BGD,2021,YR2021,116.6813,7441.06913961254,167658854
Bangladesh,BGD,2022,YR2022,124.0779,7888.16389098304,169384897
Bangladesh,BGD,2023,YR2023,124.7934,8242.39798977242,171466990
Barbados,BRB,1992,YR1992,0.5706,15286.3563896023,260267
Barbados,BRB,1993,YR1993,0.543,15362.7272249424,261027
Barbados,BRB,1994,YR1994,0.5287,15636.1161882929,261620
Barbados,BRB,1995,YR1995,0.5413,15925.5215850408,262039
Barbados,BRB,1996,YR1996,0.5293,16543.3287120393,262284
Barbados,BRB,1997,YR1997,0.6287,17320.3674613209,262392
Barbados,BRB,1998,YR1998,0.6917,17963.1390792697,262436
Barbados,BRB,1999,YR1999,0.7243,18017.6925983971,262517
Barbados,BRB,2000,YR2000,0.5885,18851.5756916067,262063
Barbados,BRB,2001,YR2001,0.5656,18380.2588935019,262425
Barbados,BRB,2002,YR2002,0.6067,18404.1494852828,264148
Barbados,BRB,2003,YR2003,0.6382,18689.3418508377,265776
Barbados,BRB,2004,YR2004,0.6318,18845.2406825102,267298
Barbados,BRB,2005,YR2005,0.6465,19488.0025668841,268706
Barbados,BRB,2006,YR2006,0.6989,20571.8104442863,270002
Barbados,BRB,2007,YR2007,0.6717,20899.9910667503,271288
Barbados,BRB,2008,YR2008,0.792,20922.4076922749,272714
Barbados,BRB,2009,YR2009,0.7986,19770.5266589765,274123
Barbados,BRB,2010,YR2010,0.8203,19253.4088733958,275243
Barbados,BRB,2011,YR2011,0.6793,19050.5673740077,276139
Barbados,BRB,2012,YR2012,0.6435,18936.0888111766,276938
Barbados,BRB,2013,YR2013,0.7308,18695.6832903666,277665
Barbados,BRB,2014,YR2014,0.6679,18665.1769798481,278348
Barbados,BRB,2015,YR2015,0.7203,18464.6630889427,278990
Barbados,BRB,2016,YR2016,0.7736,18754.6651416375,279598
Barbados,BRB,2017,YR2017,0.6824,18740.3488338921,280171
Barbados,BRB,2018,YR2018,0.7391,18484.6976381599,280711
Barbados,BRB,2019,YR2019,0.8342,18572.509535997,281207
Barbados,BRB,2020,YR2020,0.6716,15749.0380167909,281698
Barbados,BRB,2021,YR2021,0.7572,15683.8847128096,282147
Barbados,BRB,2022,YR2022,0.7598,18469.5765888638,282318
Barbados,BRB,2023,YR2023,0.7962,19224.4621182944,282336
Belarus,BLR,1992,YR1992,91.8395,11002.6017504808,10216470
Belarus,BLR,1993,YR1993,79.2904,10143.9840138797,10239050
Belarus,BLR,1994,YR1994,67.5917,8967.73073413132,10226955
Belarus,BLR,1995,YR1995,60.425,8061.1960315697,10193831
Belarus,BLR,1996,YR1996,61.3563,8314.85656198191,10159569
Belarus,BLR,1997,YR1997,61.8047,9301.32717453853,10117433
Belarus,BLR,1998,YR1998,60.3055,10128.1560437714,10071963
Belarus,BLR,1999,YR1999,58.1594,10519.748915045,10026738
Belarus,BLR,2000,YR2000,56.2579,11182.4548435585,9979610
Belarus,BLR,2001,YR2001,54.9858,11771.0872103845,9928549
Belarus,BLR,2002,YR2002,55.1888,12443.932258963,9865548
Belarus,BLR,2003,YR2003,55.8297,13413.9265577357,9796749
Belarus,BLR,2004,YR2004,59.1858,15052.1182037571,9730146
Belarus,BLR,2005,YR2005,60.0171,16579.8731658252,9663915
Belarus,BLR,2006,YR2006,62.4603,18349.8719017491,9604924
Belarus,BLR,2007,YR2007,61.0549,20019.6111631326,9560953
Belarus,BLR,2008,YR2008,64.7612,22137.9472851246,9527985
Belarus,BLR,2009,YR2009,61.6233,22236.8387652895,9504583
Belarus,BLR,2010,YR2010,66.1177,24012.6132979938,9483836
Belarus,BLR,2011,YR2011,62.9636,25404.7566034489,9461643
Belarus,BLR,2012,YR2012,64.2663,25879.1319443906,9446836
Belarus,BLR,2013,YR2013,64.4274,26147.6253573925,9443211
Belarus,BLR,2014,YR2014,63.9688,26564.4347191137,9448515
Belarus,BLR,2015,YR2015,59.1668,25513.2132931209,9461076
Belarus,BLR,2016,YR2016,59.0618,24846.8301529772,9469379
Belarus,BLR,2017,YR2017,60.221,25503.9809859339,9458989
Belarus,BLR,2018,YR2018,63.5591,26363.4629821252,9438785
Belarus,BLR,2019,YR2019,61.3745,26798.8206427959,9419758
Belarus,BLR,2020,YR2020,58.1656,26731.4953813506,9379952
Belarus,BLR,2021,YR2021,58.6377,27611.1801135156,9302585
Belarus,BLR,2022,YR2022,56.8266,26537.5083074865,9228071
Belarus,BLR,2023,YR2023,54.1757,27718.3231175409,9178298
Belgium,BEL,1992,YR1992,117.6273,42699.2872526918,10045158
Belgium,BEL,1993,YR1993,115.6967,42123.7010845105,10084475
Belgium,BEL,1994,YR1994,122.1112,43349.2138312377,10115603
Belgium,BEL,1995,YR1995,122.4165,44290.1302457853,10136811
Belgium,BEL,1996,YR1996,127.4091,44787.7965205564,10156637
Belgium,BEL,1997,YR1997,124.4185,46374.5398975258,10181245
Belgium,BEL,1998,YR1998,127.4042,47183.4731805363,10203008
Belgium,BEL,1999,YR1999,123.0367,48743.2083928961,10226419
Belgium,BEL,2000,YR2000,124.9696,50432.3936949755,10251250
Belgium,BEL,2001,YR2001,125.934,50811.8811489616,10286570
Belgium,BEL,2002,YR2002,118.4934,51448.0428958335,10332785
Belgium,BEL,2003,YR2003,123.3716,51764.8870211873,10376133
Belgium,BEL,2004,YR2004,121.9811,53381.9865666247,10421137
Belgium,BEL,2005,YR2005,119.1447,54321.7532187462,10478617
Belgium,BEL,2006,YR2006,116.1913,55342.010261713,10547958
Belgium,BEL,2007,YR2007,113.0234,56957.1013793347,10625700
Belgium,BEL,2008,YR2008,114.3817,56761.4672244052,10709973
Belgium,BEL,2009,YR2009,107.4038,55233.1451042575,10796493
Belgium,BEL,2010,YR2010,114.977,56214.1870191953,10895586
Belgium,BEL,2011,YR2011,104.5725,56559.126761343,11038264
Belgium,BEL,2012,YR2012,103.0863,56330.7551159694,11106932
Belgium,BEL,2013,YR2013,104.4225,56237.1485365308,11159407
Belgium,BEL,2014,YR2014,97.7245,56976.5402945219,11209057
Belgium,BEL,2015,YR2015,102.3791,57482.4215529381,11274196
Belgium,BEL,2016,YR2016,101.261,57874.7130652423,11331422
Belgium,BEL,2017,YR2017,99.7004,58502.2552655238,11375158
Belgium,BEL,2018,YR2018,100.0981,59330.2315254643,11427054
Belgium,BEL,2019,YR2019,99.8825,60451.999688567,11488980
Belgium,BEL,2020,YR2020,92.267,57307.0206161273,11538604
Belgium,BEL,2021,YR2021,96.251,60611.5271350127,11586195
Belgium,BEL,2022,YR2022,89.7393,62668.9539715345,11680210
Belgium,BEL,2023,YR2023,84.3061,62876.2387717275,11787423
Belize,BLZ,1992,YR1992,0.1201,9957.97110281732,190983
Belize,BLZ,1993,YR1993,0.1171,10356.6709076744,194902
Belize,BLZ,1994,YR1994,0.1137,10136.4465752972,199097
Belize,BLZ,1995,YR1995,0.1285,9958.20429148513,204146
Belize,BLZ,1996,YR1996,0.1067,9773.26139796062,210310
Belize,BLZ,1997,YR1997,0.1844,9852.85726749046,217446
Belize,BLZ,1998,YR1998,0.1874,9884.91662320291,225173
Belize,BLZ,1999,YR1999,0.1958,10450.5526385183,233059
Belize,BLZ,2000,YR2000,0.1383,11352.7191202799,240799
Belize,BLZ,2001,YR2001,0.1406,11555.9072108358,248379
Belize,BLZ,2002,YR2002,0.1405,11816.5976090456,256009
Belize,BLZ,2003,YR2003,0.1482,12577.0971520133,263780
Belize,BLZ,2004,YR2004,0.136,12794.8058593089,271688
Belize,BLZ,2005,YR2005,0.1498,12702.741981785,279731
Belize,BLZ,2006,YR2006,0.1736,12900.1113839766,287878
Belize,BLZ,2007,YR2007,0.1676,12962.4668939683,296100
Belize,BLZ,2008,YR2008,0.1618,12398.5125618524,304361
Belize,BLZ,2009,YR2009,0.1959,12024.1964682061,312614
Belize,BLZ,2010,YR2010,0.2325,11868.4382399083,320245
Belize,BLZ,2011,YR2011,0.1491,11584.2851607068,327298
Belize,BLZ,2012,YR2012,0.1622,11761.5639088012,334414
Belize,BLZ,2013,YR2013,0.2045,12026.0711025081,341627
Belize,BLZ,2014,YR2014,0.2035,12249.2214195699,348923
Belize,BLZ,2015,YR2015,0.246,12339.4807382581,356333
Belize,BLZ,2016,YR2016,0.2594,12062.7981699713,364705
Belize,BLZ,2017,YR2017,0.2834,11574.452447147,373202
Belize,BLZ,2018,YR2018,0.2466,11486.8029426009,380226
Belize,BLZ,2019,YR2019,0.2685,11803.0879992669,385829
Belize,BLZ,2020,YR2020,0.219,10032.544497569,390812
Belize,BLZ,2021,YR2021,0.2456,11677.4610095172,395346
Belize,BLZ,2022,YR2022,0.2617,12569.8179433088,402733
Belize,BLZ,2023,YR2023,0.2785,12455.2960650024,411106
Benin,BEN,1992,YR1992,0.3793,2226.56666006625,5617844
Benin,BEN,1993,YR1993,0.3841,2254.24565428893,5872706
Benin,BEN,1994,YR1994,0.3903,2215.36616821938,6096506
Benin,BEN,1995,YR1995,0.3967,2300.14122107459,6226773
Benin,BEN,1996,YR1996,1.0743,2337.63030771279,6391858
Benin,BEN,1997,YR1997,1.3638,2399.78593127356,6583365
Benin,BEN,1998,YR1998,1.3144,2419.10014338548,6789489
Benin,BEN,1999,YR1999,1.4403,2470.68504400549,7002818
Benin,BEN,2000,YR2000,1.5449,2536.16885867097,7221619
Benin,BEN,2001,YR2001,1.8564,2591.06485220288,7445596
Benin,BEN,2002,YR2002,2.142,2630.18061029627,7675426
Benin,BEN,2003,YR2003,2.3992,2639.04370114641,7913070
Benin,BEN,2004,YR2004,2.5577,2672.84404357157,8159094
Benin,BEN,2005,YR2005,2.8009,2632.47251454328,8426144
Benin,BEN,2006,YR2006,3.8581,2652.21841967159,8693242
Benin,BEN,2007,YR2007,4.3968,2729.13741390352,8953969
Benin,BEN,2008,YR2008,4.3641,2777.61974031765,9228466
Benin,BEN,2009,YR2009,4.682,2758.07243150648,9509423
Benin,BEN,2010,YR2010,5.0792,2733.57399641151,9797484
Benin,BEN,2011,YR2011,4.9588,2732.01249647957,10093623
Benin,BEN,2012,YR2012,4.7231,2779.7264808532,10397657
Benin,BEN,2013,YR2013,4.9691,2893.0467015352,10708834
Benin,BEN,2014,YR2014,5.4582,2987.38236326153,11030004
Benin,BEN,2015,YR2015,5.8087,2952.00218338705,11360681
Benin,BEN,2016,YR2016,7.1455,2962.66381572265,11697842
Benin,BEN,2017,YR2017,7.2415,3041.77929984989,12039780
Benin,BEN,2018,YR2018,8.2462,3155.4510650627,12383347
Benin,BEN,2019,YR2019,8.0279,3281.10470051465,12726755
Benin,BEN,2020,YR2020,8.5747,3317.8597222557,13070169
Benin,BEN,2021,YR2021,6.4578,3464.2886286745,13413417
Benin,BEN,2022,YR2022,6.619,3588.33525858047,13759501
Benin,BEN,2023,YR2023,6.4379,3721.2245272339,14111034
Bermuda,BMU,1992,YR1992,0.1801,75160.9321663261,58407
Bermuda,BMU,1993,YR1993,0.201,76883.8137964547,58816
Bermuda,BMU,1994,YR1994,0.1991,76850.9122386413,59194
Bermuda,BMU,1995,YR1995,0.2002,79784.2140103662,59526
Bermuda,BMU,1996,YR1996,0.2041,81466.1999168087,59813
Bermuda,BMU,1997,YR1997,0.2096,84698.2035695053,60177
Bermuda,BMU,1998,YR1998,0.2146,87330.9630610137,60639
Bermuda,BMU,1999,YR1999,0.2174,89568.6772949348,61124
Bermuda,BMU,2000,YR2000,0.1503,97236.2489313222,61550
Bermuda,BMU,2001,YR2001,0.1486,103724.861799997,61867
Bermuda,BMU,2002,YR2002,0.1655,101739.790228562,62142
Bermuda,BMU,2003,YR2003,0.171,104798.346289682,62386
Bermuda,BMU,2004,YR2004,0.1729,106941.298273495,62555
Bermuda,BMU,2005,YR2005,0.1859,108461.234809082,62711
Bermuda,BMU,2006,YR2006,0.2316,114250.093078247,62834
Bermuda,BMU,2007,YR2007,0.2771,117742.118949933,63010
Bermuda,BMU,2008,YR2008,0.2788,115015.749468771,63300
Bermuda,BMU,2009,YR2009,0.2446,108091.644563183,63565
Bermuda,BMU,2010,YR2010,0.3089,105121.639688862,63725
Bermuda,BMU,2011,YR2011,0.1533,101174.504103747,63733
Bermuda,BMU,2012,YR2012,0.1776,95937.8559207527,63646
Bermuda,BMU,2013,YR2013,0.1978,95777.8589383651,63574
Bermuda,BMU,2014,YR2014,0.2718,92298.3878105064,63529
Bermuda,BMU,2015,YR2015,0.2305,93109.4546037139,63464
Bermuda,BMU,2016,YR2016,0.3115,92519.4007720085,63449
Bermuda,BMU,2017,YR2017,0.2852,95666.1631169636,63578
Bermuda,BMU,2018,YR2018,0.312,94874.5782443817,63831
Bermuda,BMU,2019,YR2019,0.3584,94755.4328108431,64107
Bermuda,BMU,2020,YR2020,0.3155,87894.4011744071,64382
Bermuda,BMU,2021,YR2021,0.3311,92276.2346046359,64648
Bermuda,BMU,2022,YR2022,0.3324,98057.4470976206,64749
Bermuda,BMU,2023,YR2023,0.3505,98041.688720843,64698
Bhutan,BTN,1992,YR1992,0.1866,3624.59781548339,577774
Bhutan,BTN,1993,YR1993,0.1997,3850.55128929258,554673
Bhutan,BTN,1994,YR1994,0.2587,4042.49417838263,554497
Bhutan,BTN,1995,YR1995,0.3221,4379.87046581859,547989
Bhutan,BTN,1996,YR1996,0.3595,4616.91979149618,548784
Bhutan,BTN,1997,YR1997,0.38,4778.70511827039,558697
Bhutan,BTN,1998,YR1998,0.3978,4965.87646101169,569435
Bhutan,BTN,1999,YR1999,0.4027,5241.36663500719,582579
Bhutan,BTN,2000,YR2000,0.4072,5287.57434451931,596863
Bhutan,BTN,2001,YR2001,0.4347,5545.63055320068,610794
Bhutan,BTN,2002,YR2002,0.471,5991.25496849954,624409
Bhutan,BTN,2003,YR2003,0.4801,6323.54119493941,637663
Bhutan,BTN,2004,YR2004,0.481,6517.99682620022,650544
Bhutan,BTN,2005,YR2005,0.5185,6850.80440897429,661865
Bhutan,BTN,2006,YR2006,0.5445,7140.85609157052,670799
Bhutan,BTN,2007,YR2007,0.5587,8195.07074448444,678641
Bhutan,BTN,2008,YR2008,0.5631,8470.03470902473,686351
Bhutan,BTN,2009,YR2009,0.7881,9019.1186065228,693988
Bhutan,BTN,2010,YR2010,0.8958,9985.28455357031,701632
Bhutan,BTN,2011,YR2011,1.1001,10714.6865627638,709377
Bhutan,BTN,2012,YR2012,1.0482,11143.94452973,717279
Bhutan,BTN,2013,YR2013,1.0996,11212.4794211376,725273
Bhutan,BTN,2014,YR2014,1.1223,11744.5189049643,733139
Bhutan,BTN,2015,YR2015,1.3047,12400.2983217758,740618
Bhutan,BTN,2016,YR2016,1.4193,13320.9758970472,747866
Bhutan,BTN,2017,YR2017,1.5444,13482.3425253264,754335
Bhutan,BTN,2018,YR2018,1.7949,13854.8543922424,759759
Bhutan,BTN,2019,YR2019,1.9641,14555.1883979698,764824
Bhutan,BTN,2020,YR2020,1.7369,12979.9369446336,770006
Bhutan,BTN,2021,YR2021,1.8703,13458.8126642925,775442
Bhutan,BTN,2022,YR2022,1.9267,14061.3120213689,780914
Bhutan,BTN,2023,YR2023,1.9867,..,786385
Bolivia,BOL,1992,YR1992,7.4295,5261.66167660444,7430336
Bolivia,BOL,1993,YR1993,8.8875,5378.54409619278,7579195
Bolivia,BOL,1994,YR1994,9.5922,5521.66025324681,7727322
Bolivia,BOL,1995,YR1995,8.6718,5671.82158147782,7874676
Bolivia,BOL,1996,YR1996,8.383,5810.67445599166,8021736
Bolivia,BOL,1997,YR1997,10.1647,5989.41431819454,8167900
Bolivia,BOL,1998,YR1998,10.1715,6180.54968783297,8313394
Bolivia,BOL,1999,YR1999,8.8735,6099.51152094395,8459806
Bolivia,BOL,2000,YR2000,8.2007,6146.02929250873,8606326
Bolivia,BOL,2001,YR2001,7.9317,6144.97829336289,8752736
Bolivia,BOL,2002,YR2002,8.463,6193.26347365023,8900355
Bolivia,BOL,2003,YR2003,9.0138,6255.5155813074,9050700
Bolivia,BOL,2004,YR2004,9.4451,6407.83811661308,9204287
Bolivia,BOL,2005,YR2005,9.9293,6579.31228729913,9360754
Bolivia,BOL,2006,YR2006,10.773,6778.38492393241,9521689
Bolivia,BOL,2007,YR2007,11.9867,6967.56987897155,9685960
Bolivia,BOL,2008,YR2008,12.8337,7272.16624073984,9850858
Bolivia,BOL,2009,YR2009,13.6481,7392.16259133447,10016275
Bolivia,BOL,2010,YR2010,14.7785,7571.67809088388,10182345
Bolivia,BOL,2011,YR2011,16.0796,7837.49318637041,10348929
Bolivia,BOL,2012,YR2012,17.0255,8108.20518658277,10515807
Bolivia,BOL,2013,YR2013,18.0829,8524.03213224208,10682608
Bolivia,BOL,2014,YR2014,19.4449,8851.71163169903,10848888
Bolivia,BOL,2015,YR2015,19.9348,9141.92841760819,11014705
Bolivia,BOL,2016,YR2016,21.3426,9390.79064490474,11180020
Bolivia,BOL,2017,YR2017,21.7595,9642.81396069058,11344587
Bolivia,BOL,2018,YR2018,21.9396,9907.0625569677,11508368
Bolivia,BOL,2019,YR2019,21.9785,9985.23048827288,11671386
Bolivia,BOL,2020,YR2020,18.5445,9000.97564781423,11816299
Bolivia,BOL,2021,YR2021,21.8107,9454.19814726348,11937360
Bolivia,BOL,2022,YR2022,22.7374,9681.70742674425,12077154
Bolivia,BOL,2023,YR2023,23.8069,9843.97014174079,12244159
Bosnia and Herzegovina,BIH,1992,YR1992,16.2277,2148.39327067587,4234616
Bosnia and Herzegovina,BIH,1993,YR1993,13.6194,2279.21903864585,3904482
Bosnia and Herzegovina,BIH,1994,YR1994,3.2992,2654.69220884752,3725412
Bosnia and Herzegovina,BIH,1995,YR1995,3.5138,3086.76119859097,3715564
Bosnia and Herzegovina,BIH,1996,YR1996,4.3985,4563.63502701309,3875246
Bosnia and Herzegovina,BIH,1997,YR1997,8.7223,6013.91317800042,4018227
Bosnia and Herzegovina,BIH,1998,YR1998,11.05,6891.22194005942,4089356
